@relation ASS2009
@attribute skill_ID numeric
@attribute skill_mastery numeric
@attribute ability_profile numeric
@attribute problem_difficulty numeric
@attribute correctness {1,0}
@data
13,0.667859,1,7,0
13,0.708048,1,9,0
14,0.103503,1,6,0
13,0.745215,1,9,0
13,0.779117,1,7,1
14,0.101208,1,3,0
14,0.101203,1,2,1
13,0.737737,1,10,0
14,0.265836,1,4,0
15,0.104431,1,2,1
15,0.2706,1,7,0
15,0.101668,1,8,0
15,0.101204,1,2,1
15,0.265837,1,8,0
15,0.101652,1,1,1
15,0.2665,1,1,1
15,0.478683,1,7,0
15,0.102651,1,6,1
15,0.267977,1,2,1
14,0.101652,1,1,1
14,0.2665,1,1,1
14,0.478683,1,2,1
14,0.682437,1,2,1
14,0.829899,1,2,1
72,0.578947,1,0,1
72,0.683509,1,6,1
14,0.916205,1,1,1
14,0.960574,1,1,1
14,0.981868,1,3,1
14,0.991751,1,2,0
14,0.275544,1,2,1
14,0.488744,1,3,1
14,0.690662,1,0,1
5,0.861211,1,1,1
5,0.897129,1,2,1
6,0.698142,1,4,0
6,0.482817,1,5,0
6,0.274003,1,5,0
6,0.132832,1,1,1
6,0.197133,1,2,1
6,0.282113,1,6,1
1,0.586158,1,2,1
1,0.73199,1,3,1
15,0.480335,1,2,1
15,0.683796,1,2,1
15,0.830763,1,4,0
15,0.109758,1,2,1
15,0.278399,1,3,1
15,0.491891,1,3,1
15,0.693212,1,4,0
15,0.105053,1,2,1
15,0.271513,1,3,1
83,0.563882,0,3,1
79,0.778571,0,2,1
39,0.552876,0,3,1
43,0.521959,0,4,1
50,0.621212,0,3,1
50,0.78947,0,2,1
50,0.893953,0,2,1
49,0.385714,0,2,0
45,0.559615,0,0,1
56,0.833747,0,2,1
56,0.833605,0,0,1
56,0.833463,0,1,1
56,0.833322,0,2,1
56,0.83318,0,0,1
56,0.833038,0,0,1
56,0.832896,0,2,1
2,0.417943,0,4,0
49,0.10213,0,5,0
5,0.755187,0,3,1
5,0.814535,0,0,1
6,0.584071,2,1,0
6,0.361923,2,4,0
6,0.186797,2,0,1
6,0.268847,2,4,0
6,0.129877,2,2,1
6,0.193083,2,3,0
13,0.543478,2,10,0
72,0.578947,2,0,1
6,0.088824,2,5,1
1,0.634752,2,2,1
1,0.768819,2,4,1
15,0.656566,2,8,0
15,0.104431,2,4,0
15,0.10121,2,3,1
45,0.745605,2,5,1
45,0.868649,2,7,1
49,0.101205,2,4,1
49,0.265839,2,3,0
49,0.101652,2,1,1
49,0.2665,2,2,1
49,0.478683,7,3,1
31,0.602689,7,0,1
15,0.265847,7,3,1
15,0.47795,7,4,1
15,0.681834,7,4,1
15,0.829515,7,3,1
14,0.582192,7,1,1
14,0.762077,7,4,1
14,0.878298,7,2,1
14,0.941587,7,2,1
13,0.589534,7,10,0
14,0.972875,7,4,1
13,0.634044,7,9,0
14,0.987603,7,2,1
5,0.861211,7,2,0
5,0.128185,7,1,1
5,0.24031,7,2,1
5,0.355333,7,2,1
6,0.135414,7,1,1
1,0.862284,7,4,1
1,0.921194,1,2,1
15,0.915998,1,7,0
15,0.120225,1,7,1
15,0.293512,1,2,0
15,0.101748,1,7,0
15,0.101204,1,4,0
15,0.101203,1,3,1
15,0.265836,1,2,1
15,0.477938,1,2,1
14,0.994376,1,1,0
14,0.336203,1,6,0
14,0.101912,1,4,1
14,0.266884,1,5,1
14,0.479113,1,6,1
14,0.682791,1,6,0
14,0.104861,1,9,0
14,0.101211,1,10,0
14,0.101203,1,8,0
14,0.101203,1,8,0
14,0.101203,1,6,0
14,0.101203,1,7,0
14,0.101203,1,8,0
14,0.101203,1,3,1
14,0.265836,1,5,1
14,0.477938,1,6,1
14,0.681824,1,6,1
14,0.829509,1,2,0
14,0.109681,1,2,0
14,0.101222,1,1,1
14,0.265864,1,2,1
13,0.676356,1,3,0
13,0.71595,1,3,0
123,0.5,1,3,1
123,0.499668,1,0,1
115,0.153846,1,8,0
123,0.499335,1,1,1
123,0.499004,1,0,1
115,0.155018,1,7,0
123,0.498672,1,8,0
123,0.500422,1,0,1
123,0.500089,1,1,1
123,0.499757,1,2,1
123,0.499424,1,2,1
115,0.15619,1,8,0
115,0.157363,1,8,0
115,0.158537,1,9,0
123,0.499092,1,9,0
115,0.159712,1,9,0
123,0.500842,1,9,0
123,0.50259,1,9,0
123,0.504336,1,8,0
115,0.160888,1,6,0
123,0.50608,1,6,0
115,0.162065,1,8,0
123,0.507823,1,10,0
115,0.163242,1,9,0
123,0.509563,1,8,0
115,0.16442,1,10,0
115,0.165599,1,8,0
81,0.740051,0,1,1
81,0.865354,0,1,1
81,0.934927,0,0,1
81,0.969678,0,2,1
83,0.563882,0,0,1
83,0.748754,0,2,0
83,0.106337,0,0,1
83,0.273399,0,2,1
83,0.486371,0,2,1
83,0.688732,0,0,1
79,0.778571,0,1,0
79,0.10729,0,2,1
79,0.274796,0,2,0
79,0.101682,0,2,1
79,0.266545,0,2,1
79,0.478733,0,0,1
79,0.682479,0,2,1
39,0.552876,0,0,1
39,0.705764,0,2,1
39,0.819734,0,4,0
39,0.11113,7,2,0
39,0.101282,7,3,0
39,0.101254,7,6,0
39,0.101254,7,2,0
39,0.101254,7,4,0
39,0.101254,7,2,1
39,0.2428,7,3,1
39,0.413569,7,2,0
39,0.102586,7,2,0
39,0.101257,7,4,1
39,0.242805,7,1,0
43,0.521959,7,2,1
43,0.680633,7,2,0
43,0.105776,7,7,0
43,0.101266,7,6,0
43,0.101254,7,5,1
43,0.2428,7,2,1
43,0.413569,7,3,1
43,0.586144,7,1,0
43,0.10418,7,2,0
39,0.101722,7,3,1
50,0.621212,7,3,1
50,0.78947,7,5,1
50,0.893953,7,6,1
45,0.559615,7,5,0
45,0.103284,7,4,1
49,0.385714,7,5,0
2,0.417943,7,5,1
45,0.268909,7,2,1
45,0.481377,7,4,1
49,0.10213,7,4,0
49,0.101205,7,4,0
49,0.101203,7,5,1
49,0.265836,7,5,1
49,0.477938,7,4,1
31,0.602689,7,1,0
31,0.379898,7,2,0
31,0.198732,7,1,1
31,0.284152,7,1,1
31,0.388262,7,5,0
31,0.204399,7,6,0
31,0.094687,7,4,1
56,0.833747,7,2,0
56,0.836664,7,2,1
56,0.836524,7,1,1
56,0.836384,7,2,1
56,0.836243,7,1,1
56,0.836103,7,1,1
56,0.835962,7,2,1
56,0.835822,7,1,1
5,0.755187,7,1,1
5,0.814535,7,0,1
6,0.584071,7,5,1
1,0.634752,7,5,1
1,0.768819,7,2,1
7,0.671739,7,1,1
15,0.656566,7,3,1
15,0.813179,7,2,0
15,0.108774,7,1,1
15,0.276964,7,0,1
15,0.490311,7,1,0
14,0.582192,7,4,0
14,0.103503,7,5,0
14,0.101208,7,6,1
14,0.265844,7,8,0
14,0.101652,7,5,0
14,0.101204,7,0,1
14,0.265837,7,10,0
14,0.101652,7,4,1
14,0.2665,7,4,1
14,0.478683,7,6,1
14,0.682437,7,6,1
14,0.829899,7,6,0
14,0.109705,7,9,0
14,0.101222,7,10,0
14,0.101203,7,8,0
15,0.10273,7,1,0
15,0.101206,7,2,0
7,0.765688,7,1,1
7,0.839171,7,0,1
15,0.101203,7,0,1
7,0.892827,7,2,1
14,0.101203,7,4,1
14,0.265836,7,3,1
14,0.477938,7,2,1
14,0.681824,7,2,1
72,0.578947,7,3,1
13,0.543478,7,1,1
13,0.487194,7,3,1
39,0.243414,7,2,1
39,0.41425,7,3,0
39,0.102591,7,0,1
39,0.244553,7,0,1
39,0.415511,7,4,1
39,0.587931,7,0,1
39,0.733364,7,1,1
81,0.103216,0,3,0
81,0.101207,0,1,0
81,0.101203,0,1,1
81,0.265836,0,2,0
81,0.101652,0,1,0
81,0.101204,0,1,1
81,0.265837,0,1,0
81,0.101652,0,1,1
81,0.2665,0,1,0
83,0.563882,0,3,0
83,0.103323,0,2,1
83,0.268968,0,0,1
83,0.481443,0,0,1
83,0.684705,0,2,1
79,0.778571,0,0,1
79,0.887782,0,2,1
79,0.946409,0,2,1
79,0.975175,0,2,1
79,0.988667,0,4,1
39,0.552876,0,1,1
39,0.705764,7,4,0
39,0.106372,7,3,1
39,0.249496,7,5,1
81,0.101654,7,0,1
81,0.266503,7,0,0
81,0.101654,7,3,0
81,0.101204,7,1,1
81,0.265837,7,1,1
81,0.47794,7,0,1
81,0.681826,7,2,0
81,0.104844,7,2,1
81,0.271207,7,0,0
81,0.10167,7,0,1
81,0.266527,7,2,1
39,0.420967,7,0,1
39,0.592931,7,2,1
39,0.737225,7,2,1
43,0.521959,7,3,0
43,0.103453,7,3,1
43,0.245683,7,0,1
43,0.416761,7,0,1
43,0.589079,7,3,1
43,0.734252,7,5,1
81,0.478713,7,2,1
81,0.682462,7,1,0
81,0.104855,7,1,1
81,0.271224,7,3,1
81,0.483955,7,2,1
81,0.686762,7,1,1
81,0.832644,7,3,1
50,0.621212,7,5,1
50,0.78947,7,3,1
50,0.893953,7,3,0
50,0.115935,7,3,0
50,0.101236,7,5,1
2,0.417943,7,4,0
45,0.559615,7,7,0
2,0.127767,7,6,0
49,0.385714,7,6,0
2,0.029766,7,5,1
49,0.10213,7,7,0
45,0.103284,7,5,0
49,0.101205,7,4,0
49,0.101203,7,5,0
49,0.101203,7,5,0
49,0.101203,7,4,1
49,0.265836,7,7,0
49,0.101652,7,6,0
49,0.101204,7,2,0
49,0.101203,7,6,1
45,0.101207,7,2,1
2,0.053127,7,4,0
50,0.265885,7,6,1
50,0.477994,7,6,1
49,0.265836,7,4,1
49,0.477938,7,5,1
31,0.602689,7,3,1
31,0.707827,7,3,1
31,0.794598,7,5,1
56,0.833747,7,3,0
56,0.836664,2,1,0
56,0.83954,2,2,0
56,0.842374,2,2,0
56,0.845166,2,1,0
56,0.847918,2,2,1
56,0.847783,2,2,1
56,0.847649,2,1,1
56,0.847514,2,1,1
56,0.84738,2,1,0
49,0.681824,2,4,0
2,0.012218,2,5,0
45,0.265843,2,5,0
49,0.104844,2,4,1
2,0.003495,2,6,1
56,0.850098,2,2,0
56,0.852777,2,2,0
56,0.855415,2,2,1
56,0.855284,2,1,1
56,0.855154,2,1,1
56,0.855024,2,1,1
56,0.854893,2,1,1
5,0.755187,2,1,1
5,0.814535,2,1,1
6,0.584071,2,1,0
6,0.361923,2,1,1
6,0.475478,2,5,1
6,0.591527,2,2,1
1,0.634752,2,2,0
1,0.104899,2,2,0
1,0.101264,2,3,0
1,0.101254,2,3,1
1,0.2428,2,2,1
49,0.271207,2,4,1
15,0.656566,2,0,1
15,0.813179,2,0,1
15,0.907122,2,0,1
1,0.413569,2,2,1
14,0.582192,2,1,1
14,0.762077,2,2,1
14,0.878298,2,4,1
14,0.941587,2,2,1
14,0.972875,2,1,1
14,0.987603,2,3,0
14,0.224764,2,8,1
14,0.430337,2,8,1
14,0.641307,2,6,0
14,0.10421,2,8,0
14,0.10121,2,5,1
14,0.265846,2,6,1
14,0.477949,2,8,1
14,0.681833,2,4,0
14,0.104844,2,4,1
14,0.271207,2,7,0
14,0.10167,2,9,0
14,0.101204,2,9,0
14,0.101203,2,5,0
14,0.101203,2,2,1
72,0.578947,2,3,1
14,0.265836,2,4,0
14,0.101652,2,0,1
14,0.2665,2,10,0
14,0.101654,2,1,1
104,0.608187,2,8,0
104,0.609531,2,2,1
14,0.266503,2,3,1
14,0.478687,2,8,0
5,0.861211,2,2,1
5,0.897129,2,2,1
6,0.698142,2,3,0
6,0.482817,2,5,1
6,0.598608,2,1,1
6,0.704297,2,3,1
1,0.586144,2,2,0
1,0.10418,2,3,0
1,0.101262,2,1,1
1,0.242811,2,1,1
15,0.956093,2,7,0
15,0.13859,2,2,1
15,0.319358,2,2,1
15,0.535543,2,3,1
15,0.72751,2,2,1
15,0.857837,2,2,1
14,0.102651,2,1,1
14,0.267977,2,2,1
14,0.480335,2,6,1
14,0.683796,2,7,1
14,0.830763,2,6,0
14,0.109758,2,7,1
14,0.278399,2,8,0
14,0.101695,2,9,0
14,0.101204,2,9,0
14,0.101203,2,8,1
14,0.265836,2,4,1
14,0.477938,2,6,1
14,0.681824,2,2,1
14,0.829509,2,2,1
13,0.543478,2,3,0
13,0.589534,2,3,1
13,0.534015,2,1,1
113,0.25,2,6,0
113,0.254515,2,0,1
113,0.25484,2,0,1
113,0.255163,2,1,1
113,0.255487,2,0,1
113,0.255809,2,0,1
113,0.256131,2,0,1
113,0.256452,2,2,1
113,0.256772,2,5,1
113,0.257092,2,0,1
113,0.257411,2,2,1
113,0.25773,2,0,1
104,0.60897,2,4,0
104,0.610312,2,4,1
81,0.740051,0,1,1
81,0.865354,0,1,1
81,0.934927,0,0,1
81,0.969678,0,0,1
83,0.563882,0,0,1
83,0.748754,0,3,1
83,0.870508,0,0,1
83,0.93759,0,2,0
83,0.127274,0,1,1
83,0.303532,0,1,1
83,0.518999,0,0,1
83,0.714743,0,1,1
79,0.778571,0,3,1
79,0.887782,0,1,1
79,0.946409,0,2,1
39,0.552876,0,3,0
39,0.103777,0,2,1
39,0.246107,0,2,0
39,0.101735,0,2,1
39,0.243431,0,4,1
39,0.414269,7,4,1
39,0.586789,7,4,1
39,0.732479,7,5,1
43,0.521959,7,2,0
43,0.103453,7,7,0
43,0.10126,7,3,0
43,0.101254,7,0,1
43,0.2428,7,0,1
43,0.413569,7,1,1
43,0.586144,7,0,1
43,0.731979,7,4,1
50,0.621212,7,4,0
50,0.103945,7,3,1
50,0.269884,7,3,0
50,0.101665,7,5,0
50,0.101204,7,5,1
50,0.265837,7,3,0
50,0.101652,7,4,0
50,0.101204,7,5,1
50,0.265837,7,6,0
50,0.101652,7,4,1
50,0.2665,7,5,1
50,0.478683,7,5,0
50,0.102651,7,4,1
45,0.559615,7,5,0
49,0.385714,7,7,1
45,0.103284,7,2,1
2,0.417943,7,1,1
49,0.600809,7,5,0
49,0.103703,7,4,1
49,0.269528,7,5,1
49,0.482067,7,5,1
31,0.602689,7,2,1
31,0.707827,7,1,1
31,0.794598,7,2,1
50,0.267977,7,3,0
50,0.101659,7,4,0
50,0.101204,7,4,0
50,0.101203,7,3,0
50,0.101203,7,4,0
50,0.101203,7,5,0
50,0.101203,7,5,0
50,0.101203,7,5,1
56,0.833747,7,3,0
56,0.836664,7,1,0
56,0.83954,7,2,1
56,0.839401,7,1,1
56,0.839262,7,1,1
56,0.839123,7,2,1
56,0.838984,7,2,1
56,0.838845,7,1,1
56,0.838706,7,1,1
5,0.755187,7,0,1
5,0.814535,7,1,1
6,0.584071,7,8,0
6,0.361923,7,8,1
6,0.475478,7,7,0
6,0.268208,7,3,1
6,0.369522,7,2,1
6,0.483645,7,5,0
6,0.274662,7,2,1
6,0.377144,7,1,1
6,0.491777,7,1,1
1,0.634752,7,4,0
1,0.104899,7,2,0
1,0.101264,7,3,0
1,0.101254,7,2,0
1,0.101254,7,3,0
50,0.265836,7,5,0
50,0.101652,7,4,0
50,0.101204,7,4,1
50,0.265837,7,4,0
50,0.101652,7,2,0
50,0.101204,7,4,0
50,0.101203,7,4,1
50,0.265836,7,3,1
1,0.101254,7,2,0
1,0.101254,7,2,1
1,0.2428,7,2,1
1,0.413569,7,1,1
50,0.477938,7,4,0
50,0.102646,7,2,0
50,0.101206,7,6,1
50,0.265841,7,3,0
50,0.101652,7,2,1
50,0.2665,7,3,1
50,0.478683,7,4,1
7,0.671739,7,0,1
15,0.656566,7,3,1
14,0.582192,7,4,1
14,0.762077,7,3,1
14,0.878298,7,1,1
14,0.941587,7,3,1
14,0.972875,7,8,0
14,0.161283,7,8,0
14,0.101346,7,4,1
14,0.266048,7,5,1
14,0.478176,7,6,0
14,0.102648,7,9,1
14,0.267972,7,9,0
14,0.101659,1,6,0
14,0.101204,1,6,1
14,0.265837,1,4,1
14,0.47794,1,5,1
14,0.681826,1,8,0
14,0.104844,1,6,1
14,0.271207,1,8,0
14,0.10167,1,10,0
14,0.101204,1,6,0
14,0.101203,1,1,1
14,0.265836,1,2,0
14,0.101652,1,2,0
14,0.101204,1,2,1
13,0.543478,1,3,0
13,0.589534,1,0,1
13,0.534015,1,3,1
13,0.477695,1,1,1
14,0.265837,1,5,1
14,0.47794,1,7,1
14,0.681826,1,4,1
14,0.82951,1,8,1
14,0.915995,1,6,1
5,0.861211,1,1,1
5,0.897129,1,1,1
6,0.607188,1,5,1
1,0.586144,1,2,1
1,0.731979,1,3,1
15,0.813179,1,7,0
15,0.108774,1,6,1
15,0.276964,1,2,1
15,0.490311,1,3,1
15,0.691934,1,3,1
15,0.835909,1,3,1
14,0.960471,1,6,1
14,0.98182,1,8,1
72,0.578947,1,5,1
72,0.683509,1,2,1
123,0.5,1,0,1
123,0.499668,1,0,1
123,0.499335,1,0,1
123,0.499004,1,1,0
123,0.500753,1,2,1
123,0.50042,1,2,1
123,0.500087,1,1,1
123,0.499754,1,0,1
123,0.499422,1,2,1
123,0.49909,1,0,1
115,0.153846,1,9,1
123,0.498759,1,8,1
113,0.25,1,6,1
113,0.250334,1,0,1
113,0.250667,1,0,1
113,0.251,1,1,1
113,0.251332,1,0,1
113,0.251663,1,0,1
113,0.251993,1,0,1
113,0.252323,1,2,1
113,0.252652,1,5,1
113,0.252981,1,0,1
113,0.253308,1,2,1
113,0.253635,1,0,1
121,0.5,1,10,0
123,0.498427,1,7,0
83,0.563882,0,2,1
79,0.778571,0,3,1
39,0.552876,0,2,1
43,0.521959,0,4,1
50,0.621212,0,3,0
50,0.103945,0,3,1
50,0.269884,0,3,0
50,0.101665,0,4,0
50,0.101204,0,3,0
2,0.417943,0,2,1
50,0.101203,0,4,1
50,0.265836,0,2,0
50,0.101652,0,3,1
50,0.2665,0,2,0
50,0.101654,0,7,0
50,0.101204,0,4,0
50,0.101203,0,1,1
50,0.265836,0,4,1
45,0.559615,0,2,0
49,0.385714,0,0,1
45,0.103284,7,3,1
49,0.600809,7,0,1
49,0.775313,7,0,1
49,0.885922,7,5,1
49,0.945467,7,3,1
31,0.602689,7,1,1
50,0.477938,7,5,0
50,0.102646,7,3,1
50,0.267969,7,2,1
50,0.480327,7,5,1
56,0.833747,7,0,1
56,0.833605,7,1,1
56,0.833463,7,1,1
56,0.833322,7,2,1
56,0.83318,7,2,1
5,0.755187,7,1,1
5,0.814535,7,2,0
5,0.120412,7,1,0
5,0.101618,7,1,0
5,0.101511,7,4,0
6,0.584071,7,4,1
1,0.634752,7,3,1
1,0.768819,7,5,1
5,0.10151,7,1,0
5,0.10151,7,1,0
5,0.10151,7,0,1
15,0.656566,7,1,0
15,0.104431,7,3,1
15,0.2706,7,6,1
15,0.483261,7,1,1
15,0.686194,7,2,1
15,0.832284,7,2,1
14,0.582192,7,2,1
13,0.543478,7,7,1
13,0.487194,7,7,0
14,0.762077,7,2,1
14,0.878298,7,4,1
14,0.941587,7,2,0
14,0.129132,7,0,1
14,0.306151,7,3,1
13,0.534104,7,5,1
13,0.477784,7,0,1
5,0.21203,7,1,0
5,0.102214,7,0,1
5,0.212781,7,1,1
5,0.327653,7,1,1
14,0.521766,7,4,1
115,0.153846,7,8,0
123,0.5,7,8,0
123,0.501749,7,3,0
123,0.503496,7,0,1
123,0.50316,7,2,1
123,0.502824,7,0,1
123,0.502489,7,0,1
123,0.502154,7,1,1
123,0.501819,7,2,1
123,0.501485,7,2,0
123,0.503232,7,0,1
123,0.502896,7,0,1
123,0.502561,7,0,1
123,0.502226,7,0,1
123,0.501891,7,1,1
123,0.501557,7,0,1
123,0.501223,7,9,0
123,0.50297,7,10,0
123,0.504716,7,7,0
81,0.740051,0,2,1
81,0.865354,0,3,0
81,0.112431,0,3,0
81,0.101228,0,1,1
81,0.265873,0,1,1
81,0.47798,0,0,1
81,0.681859,0,0,1
81,0.829531,0,1,1
83,0.563882,0,0,1
83,0.748754,0,0,1
83,0.870508,0,0,1
83,0.93759,0,1,1
83,0.970959,0,0,1
79,0.778571,0,1,0
79,0.10729,0,2,0
79,0.101216,0,0,1
79,0.265856,0,2,0
79,0.101652,0,0,1
79,0.2665,0,0,1
79,0.478683,0,2,0
79,0.102651,7,0,1
79,0.267977,7,1,0
39,0.552876,7,3,1
39,0.705764,7,4,1
39,0.819734,7,3,0
79,0.101659,7,2,0
79,0.101204,7,3,1
79,0.265837,7,0,1
79,0.47794,7,4,0
79,0.102646,7,1,1
79,0.267969,7,2,1
79,0.480327,7,0,1
79,0.683789,7,4,0
79,0.104879,7,0,1
79,0.271258,7,0,1
39,0.11113,7,2,1
39,0.255683,7,3,0
39,0.101773,7,4,0
43,0.521959,7,0,1
56,0.833747,7,3,1
56,0.833605,7,2,1
56,0.833463,7,1,1
56,0.833322,7,1,1
56,0.83318,7,2,1
56,0.833038,7,1,1
56,0.832896,7,1,1
56,0.832754,7,0,1
56,0.832611,7,2,0
56,0.835545,7,1,1
56,0.835404,7,1,1
56,0.835263,7,1,1
5,0.755187,7,0,1
5,0.814535,7,1,1
6,0.584071,7,1,0
6,0.361923,7,3,1
6,0.475478,7,5,0
6,0.268208,7,6,1
6,0.369522,7,1,1
6,0.483645,7,2,1
1,0.634752,7,2,0
1,0.104899,7,2,1
1,0.247573,7,2,1
1,0.418848,7,1,1
56,0.835122,7,1,1
31,0.602689,7,1,1
31,0.707827,7,1,1
31,0.794598,7,1,0
31,0.609499,7,1,1
31,0.713688,7,3,1
31,0.799211,7,1,1
49,0.385714,7,5,1
49,0.600809,7,5,0
49,0.103703,7,5,1
49,0.269528,7,5,1
49,0.482067,7,4,1
79,0.483994,7,0,1
79,0.686793,7,2,1
39,0.101255,7,0,1
39,0.242802,7,2,1
39,0.413571,7,2,0
39,0.102586,7,2,1
39,0.244547,7,1,0
39,0.101729,7,0,1
39,0.243423,7,1,1
39,0.41426,7,3,1
43,0.680633,7,4,1
14,0.582192,7,7,1
14,0.762077,7,6,0
14,0.106734,7,6,1
14,0.273981,7,4,1
14,0.487015,7,8,0
14,0.102707,7,8,1
14,0.268059,7,6,1
14,0.480427,7,4,1
14,0.683872,7,6,1
14,0.830811,7,5,1
14,0.916695,7,2,1
14,0.960815,7,1,1
14,0.981981,7,2,1
13,0.543478,7,1,1
13,0.487194,7,3,1
13,0.431297,7,0,1
13,0.377177,7,1,1
14,0.991803,7,5,0
14,0.27644,7,2,1
14,0.489733,7,2,0
14,0.102726,7,4,1
14,0.268087,7,3,0
14,0.101659,7,3,1
15,0.656566,7,0,1
15,0.813179,7,0,1
50,0.621212,7,5,0
50,0.103945,7,5,0
50,0.101209,7,4,0
50,0.101203,7,5,0
50,0.101203,7,5,1
49,0.685217,7,6,1
49,0.831665,7,3,1
45,0.559615,7,5,0
49,0.917154,7,4,1
2,0.417943,7,6,1
45,0.103284,7,5,1
14,0.266511,7,2,1
15,0.907122,7,3,0
15,0.118258,7,1,1
15,0.290693,7,4,1
7,0.671739,7,1,1
15,0.505283,7,3,1
13,0.326046,7,3,1
72,0.578947,7,3,1
104,0.608187,7,4,1
104,0.607626,7,8,0
104,0.608971,7,2,1
104,0.60841,7,4,1
104,0.607849,7,4,1
5,0.861211,7,1,1
5,0.897129,7,0,1
6,0.599404,7,2,1
1,0.590992,7,2,1
1,0.73573,7,5,1
15,0.703945,7,2,1
15,0.843414,7,2,1
15,0.923426,7,1,1
15,0.964107,7,3,0
15,0.14692,7,2,1
15,0.330809,7,7,1
15,0.547269,7,2,1
15,0.736394,7,1,1
15,0.863173,7,4,0
15,0.112224,7,1,1
15,0.281985,7,4,1
15,0.495823,7,6,1
15,0.696384,7,3,1
15,0.838702,7,3,1
14,0.478695,7,1,1
14,0.682448,7,2,1
14,0.829906,7,6,1
14,0.916208,7,8,1
14,0.960576,7,4,0
14,0.142853,7,0,1
14,0.325239,7,7,1
14,0.54159,7,6,1
14,0.732108,7,8,0
14,0.105897,7,7,1
14,0.272753,7,6,1
14,0.485654,7,7,1
14,0.688148,7,0,1
14,0.833521,7,7,1
14,0.91815,7,6,1
13,0.27885,7,1,1
13,0.236209,7,3,1
14,0.961528,7,5,0
14,0.14388,7,0,1
14,0.32665,7,5,0
14,0.101873,7,8,0
14,0.101204,7,6,1
14,0.265838,7,7,1
14,0.477941,7,8,1
14,0.681826,7,4,1
14,0.82951,7,8,1
14,0.915995,7,3,1
14,0.960471,7,6,1
121,0.5,7,10,0
115,0.153846,7,8,1
123,0.5,7,1,1
123,0.499668,7,0,1
123,0.499335,7,1,1
123,0.499004,7,0,1
113,0.25,7,6,0
113,0.254515,7,0,1
113,0.25484,7,0,1
113,0.255163,7,1,0
113,0.259724,7,0,1
115,0.153396,7,7,0
115,0.154568,7,6,0
83,0.563882,0,2,1
79,0.778571,0,2,1
39,0.552876,0,3,1
43,0.521959,0,5,0
43,0.103453,0,6,1
43,0.245683,0,5,1
43,0.416761,0,2,1
50,0.621212,0,3,0
50,0.103945,0,2,1
50,0.269884,0,7,0
50,0.101665,0,5,1
50,0.26652,0,3,0
50,0.101654,0,7,0
50,0.101204,0,2,1
50,0.265837,0,2,1
50,0.47794,0,1,1
49,0.385714,0,5,0
45,0.559615,0,3,0
45,0.103284,0,3,0
2,0.417943,0,10,0
2,0.127767,2,4,1
49,0.10213,2,4,1
49,0.267207,2,1,1
49,0.479474,2,0,1
49,0.683088,2,4,1
31,0.602689,2,0,1
31,0.707827,2,0,1
31,0.794598,2,0,1
31,0.86066,2,0,1
56,0.833747,2,2,0
56,0.836664,2,1,1
56,0.836524,2,0,1
56,0.836384,2,0,1
56,0.836243,2,0,1
56,0.836103,2,2,1
56,0.835962,2,2,1
56,0.835822,2,2,1
56,0.835681,2,0,1
5,0.755187,2,0,1
5,0.814535,2,1,1
6,0.584071,7,4,0
6,0.361923,7,1,0
6,0.186797,7,4,0
6,0.085606,7,4,0
6,0.037304,7,2,1
6,0.059143,7,1,1
6,0.092025,7,4,0
1,0.634752,7,2,0
1,0.104899,7,3,0
1,0.101264,7,1,0
1,0.101254,7,6,0
1,0.101254,7,2,0
6,0.040185,7,1,1
56,0.83554,7,0,1
56,0.835399,7,1,1
14,0.582192,7,2,0
13,0.543478,7,10,0
13,0.589534,7,4,1
13,0.534015,7,9,1
14,0.103503,7,0,1
14,0.269234,7,3,1
14,0.481739,7,2,1
14,0.684947,7,2,1
13,0.477695,7,0,1
1,0.101254,7,4,1
1,0.2428,7,2,1
15,0.656566,7,2,1
15,0.813179,7,4,1
15,0.907122,7,7,0
15,0.118258,7,2,1
15,0.290693,7,7,0
15,0.101738,7,2,1
15,0.266627,7,2,1
15,0.478825,7,2,1
15,0.682554,7,2,1
15,0.829974,7,1,1
14,0.831494,7,2,0
14,0.109803,7,1,0
14,0.101222,7,2,0
14,0.101203,7,1,1
123,0.5,7,6,1
115,0.153846,7,7,0
123,0.499668,7,6,0
123,0.501417,7,6,0
115,0.155018,7,7,0
115,0.15619,7,8,0
115,0.157363,7,9,0
115,0.158537,7,6,0
123,0.503164,7,1,0
123,0.504909,7,0,1
123,0.504572,7,0,1
123,0.504235,7,1,1
83,0.563882,0,2,1
79,0.778571,0,2,1
39,0.552876,0,3,1
43,0.521959,0,6,1
50,0.621212,0,3,0
56,0.833747,0,0,1
56,0.833605,0,1,1
56,0.833463,0,0,1
56,0.833322,0,0,1
56,0.83318,0,1,1
56,0.833038,0,0,1
5,0.755187,0,1,1
5,0.814535,0,0,1
6,0.584071,0,1,1
1,0.634752,0,2,0
1,0.104899,0,5,0
50,0.103945,0,5,0
50,0.101209,0,4,0
50,0.101203,0,5,0
50,0.101203,0,2,0
50,0.101203,7,3,0
50,0.101203,7,3,0
50,0.101203,7,2,0
49,0.385714,7,2,0
5,0.861211,7,0,1
5,0.897129,7,1,1
6,0.691621,7,4,0
6,0.475149,7,2,1
6,0.591208,7,3,0
6,0.368741,7,8,0
6,0.191285,7,1,1
6,0.274625,7,5,1
6,0.377101,7,2,1
1,0.101264,7,1,0
1,0.101254,7,4,0
